"X","Y","Z"
491.340359,384.492036,310.86533
226.736759,361.523128,201.939514
585.188295,85.9567547,196.618132
660.276054,131.392595,302.626897
226.38197,331.64459,243.437536
530.645043,492.576378,204.218205
195.703611,339.312143,138.618986
125.084926,116.918982,286.788158
628.753826,122.73786,217.356283
502.658278,379.201479,120.067926
237.657321,70.2863738,103.038872
435.188559,357.744949,56.560317
561.793353,305.17632,93.2360201
486.702907,362.926762,125.963977
251.486316,476.407332,10.3025444
528.389339,140.200941,113.4129
609.581041,127.490658,106.365877
570.253284,297.486375,127.67975
196.297902,475.596445,-1.60923755
491.434947,484.509806,241.520788
184.982086,356.031397,292.4196
295.94752,469.954457,219.16572
258.487306,95.2823781,104.000646
301.181487,137.676036,322.41419
331.221361,189.629344,147.507524
407.833563,258.216863,266.615595
136.889668,88.2385781,269.219794
627.273667,302.652656,163.787606
420.685055,303.106577,216.019082
201.443334,388.963126,308.166703
499.553778,236.08299,274.451846
664.985947,465.983917,292.359802
255.743402,417.253489,244.116803
676.84299,122.118942,133.813255
492.998117,287.78534,248.142447
42.0474873,127.650449,286.402194
635.705251,324.927168,121.650528
294.071273,88.3854576,189.286731
498.227826,310.947438,142.797995
686.432816,223.607452,252.409175
122.334791,72.6023655,207.194435
566.361799,325.941953,136.290293
258.060005,117.130884,79.1628325
636.327481,342.419021,125.976151
108.322717,331.796194,83.3429556
522.927934,240.35129,188.248246
542.435041,86.9516331,303.223761
634.870211,195.576904,92.4143612
153.697601,149.01467,107.131866
611.052528,399.418431,298.501576
698.884758,342.948748,277.458472
588.972473,108.496212,327.073548
618.804033,427.326282,191.774647
411.962525,82.2470785,87.6585346
365.586972,421.876733,247.457323
557.691794,351.28532,86.4938709
265.363716,227.890904,66.4738612
104.090517,367.609269,231.163297
617.857298,372.825236,210.996956
82.983353,181.074981,54.3652229
697.773566,454.005466,83.9554018
192.360017,243.334759,226.485882
257.649521,486.615602,145.748714
551.979103,416.043831,202.357082
471.029191,487.653656,66.9871467
589.515683,324.669236,39.0081677
360.473974,209.347485,134.053916
559.080576,362.863428,225.401112
136.907678,224.805479,224.859081
347.928972,202.599072,127.407808
177.169302,380.32692,85.8965315
678.350006,378.415083,290.754522
568.985433,415.29698,49.4416686
464.049497,269.338261,154.236194
333.993817,127.070687,288.269299
176.079943,254.112364,255.99545
366.794179,153.796558,106.461079
69.0195834,311.843518,103.798026
519.784987,260.539274,332.64154
139.116694,314.592291,38.6952158
553.666431,373.629307,184.486058
385.786933,514.429568,21.9015313
521.276872,324.440401,219.190877
416.73497,92.2690092,230.461805
629.826295,473.777062,240.963756
108.856506,493.888795,204.444299
692.936207,435.578461,257.465232
117.94984,95.1847157,224.021418
129.965819,239.528703,169.593674
350.5851,232.658108,45.4331634
426.909732,295.035018,160.273287
582.9668,208.802462,128.079567
694.486879,505.85567,113.688946
165.129228,300.363664,188.859596
299.212379,262.599537,94.9788816
111.410953,488.801638,226.7358
515.494854,399.118847,301.67691
431.384562,501.074662,267.074705
416.727781,200.095946,113.216141
294.601054,418.647545,159.344269
44.4311492,304.171934,145.536594
438.996195,126.368769,244.958664
235.801251,452.511755,16.0401713
272.769085,329.022703,206.469752
106.264359,188.064295,289.387591
271.46054,164.59485,85.1817053
186.524163,201.532986,44.1341921
327.793008,148.563571,283.534039
271.625852,139.806263,141.623504
500.1048,187.668529,23.217893
598.449219,165.99858,57.6588233
658.237949,96.7755459,87.4362002
155.765366,430.776394,10.4205878
361.641265,275.329168,54.2688613
478.43931,448.041789,110.746224
381.539881,196.830263,237.839493
544.175443,142.572269,56.2234518
142.396383,115.946303,154.550105
421.461605,96.11282,183.324246
572.734726,482.216483,40.3963324
531.286584,175.316723,22.833266
525.901496,181.605512,240.967675
118.022563,150.449473,140.971994
494.926311,161.108359,152.633921
282.146539,212.688691,257.660118
503.023133,112.649774,113.029939
560.255797,74.0755168,168.59867
412.384946,180.523189,75.7200716
249.316616,253.800174,289.823301
220.486743,480.050751,27.538824
457.707469,511.410795,84.6397462
49.0971366,185.806053,95.7231102
405.372181,102.054605,85.603223
132.612594,274.858442,76.2286449
473.125728,463.224538,288.10397
252.000504,259.21101,248.072409
646.719369,478.051389,234.191203
128.629463,86.2580537,147.806583
240.561623,341.727859,170.848951
531.971986,92.7032929,155.173335
106.927996,501.430927,309.066823
578.748079,146.972628,308.580439
80.7968305,361.686158,62.1593645
594.146428,205.013673,230.331052
308.724531,363.457048,317.844864
686.426325,356.931514,19.9924808
505.160088,329.794676,190.984468
672.587667,184.616051,209.397226
644.272471,339.663984,69.2453519
607.067384,399.850971,285.06907
653.19015,399.391873,211.751897
558.72163,235.807872,169.800011
616.043717,128.490116,334.637861
424.977245,239.774694,335.554668
263.24795,81.787557,143.760886
434.043842,417.85504,71.5559561
219.425469,270.633825,91.3714571
464.281991,244.966864,210.719969
288.932945,127.949054,67.7260338
702.815838,344.969463,251.030104
601.951036,361.428097,154.392388
605.900629,418.638142,298.286837
657.589893,152.184373,329.043938
457.699307,502.018702,228.408431
277.187681,427.029931,90.6850294
177.72983,116.738307,31.0995937
478.313421,319.051092,99.8171396
243.956392,269.814113,294.066734
95.4750492,443.111486,137.897932
565.437081,375.57645,162.169258
256.384724,88.7272271,25.8101876
644.503583,164.082641,276.213956
87.1222706,518.722526,89.1235878
472.327407,509.745981,215.40749
211.314673,447.070065,253.994569
422.961437,235.300223,132.444259
388.498003,483.351083,323.444996
558.152767,279.391304,112.615441
379.711258,421.606773,105.183053
550.689868,441.744803,30.329191
458.706235,157.673391,144.006913
130.938424,165.15283,-1.75173647
348.40646,100.680664,256.551704
565.324521,113.80091,18.8703553
276.446524,252.684009,224.99676
421.048015,476.604139,234.789174
269.729956,160.696514,46.9602679
338.514687,404.043207,89.7739899
497.014182,349.924185,8.64147016
317.329366,383.909029,188.888325
163.81142,498.670157,316.62819
46.5045075,305.914142,45.0369414
464.880486,139.960213,303.337105
637.664021,469.316443,178.606018
127.317382,109.793035,75.2423352
154.374364,104.177515,244.047631
171.509486,76.7579135,146.218159
187.992656,386.971623,234.98034
515.369104,316.568877,127.782786
669.190323,330.722357,116.137304
78.1700542,247.618312,281.794277
494.697882,410.469592,148.092435
464.091675,457.974826,286.400957
351.635141,197.483259,309.986841
79.6663688,82.2768352,87.2917158
650.624763,268.015185,263.758374
474.509829,221.097641,196.158864
353.545916,337.244603,143.013501
521.751157,295.746874,166.51688
572.382561,475.775461,50.8116287
394.906599,271.005481,92.9030067
368.248697,451.009471,141.881185
56.5179061,209.184407,184.09401
64.535155,318.454094,316.823123
243.587379,389.233235,116.009957
183.911936,387.343968,329.419825
64.8657065,131.417658,14.6834827
129.420688,419.43244,322.091482
481.496796,125.048402,286.352017
325.399523,158.194639,49.5518053
180.851561,282.587787,242.615911
393.405345,234.860537,223.22117
409.821539,213.504598,163.457824
688.292942,505.115849,314.403782
281.384369,434.616579,141.025259
502.307084,506.642577,181.039963
335.870072,147.87758,102.004208
94.0949499,204.358251,97.3126458
173.565937,472.375382,78.5841457
414.073367,116.15967,240.926683
294.984887,244.278396,159.678214
601.076431,248.5332,206.405751
195.94903,201.228591,61.9462994
252.330708,197.908628,64.6845257
367.718303,241.689285,322.065202
578.330072,336.123231,204.12047
190.530773,488.409325,276.335977
96.0015517,270.083684,293.194691
494.739669,449.177873,164.844405
151.748238,200.666907,217.976801
409.703256,334.146714,91.820447
658.158001,126.851508,340.098154
180.146827,111.411095,139.815119
491.064837,76.7397451,165.022254
402.162823,243.449974,311.718337
437.331527,129.318622,275.343892
595.812836,60.6962319,143.039903
318.118645,60.4012981,29.0723815
605.217202,269.604535,206.95406
369.213722,383.678233,237.285188
321.836161,185.799101,180.642881
625.895928,474.775098,96.1958975
477.346497,446.691339,335.39056
448.434916,371.501562,91.6802398
141.150469,104.338986,81.712957
238.744492,318.631745,101.868897
457.112647,223.301609,247.167271
247.515783,75.1696338,6.13681277
276.423075,111.908675,20.8186617
475.963872,170.548324,242.632547
106.909863,264.683764,312.897254
691.970542,262.155505,316.697233
201.024784,296.831361,310.624878
526.414986,283.658127,84.8478632
654.405332,277.130358,264.540935
558.50209,270.738032,203.913356
500.238668,105.531931,278.177208
450.158712,396.790535,197.986309
530.70063,200.843131,101.401587
194.268044,342.915385,108.123675
279.174915,193.071579,70.3190705
402.337599,513.971762,123.293109
572.412406,197.190885,233.786485
74.1073222,187.186592,60.7176667
612.966144,290.39744,171.313686
378.482962,124.100021,181.55323
605.801491,170.491396,78.1223516
211.252277,352.818622,239.812569
323.983496,72.3158784,127.355782
337.735594,494.251239,40.8338332
497.610315,175.151796,25.3050438
251.059558,402.721733,260.755745
525.358145,230.969319,292.177793
551.012592,341.069515,91.6360154
441.818306,321.5169,27.9696817
537.706869,416.328357,10.4541079
409.954503,56.972225,39.3187099
133.794774,116.731075,71.6617561
184.151657,280.588809,124.684437
540.570945,132.478557,174.238568
485.68955,346.462427,205.260945
195.621616,383.694535,211.900116
545.648223,85.0803436,167.806406
633.527027,435.993994,256.063006
241.218349,266.17642,176.501352
430.684135,154.979122,205.021732
140.145879,94.0765361,179.358659
489.107435,162.170387,75.2034807
269.639843,235.469086,15.8635785
632.97689,193.549,107.65478
576.370736,329.798833,165.310158
592.866009,407.49641,320.018414
446.867958,406.560302,149.311584
294.113443,268.19755,54.3078469
637.890539,239.971607,336.474191
486.802688,137.985553,223.00336
391.946707,322.616036,212.659665
98.868006,251.557612,272.172274
326.979822,449.096002,97.7209555
561.340013,443.036912,264.136384
586.668452,163.162229,181.580142
651.518474,402.178505,169.112497
106.175354,343.899822,327.143
570.346899,106.319242,312.413143
409.16565,414.222231,278.016296
511.034766,282.458357,117.122249
246.756902,146.712609,286.371646
86.7097579,312.458925,61.1002666
596.835911,472.082887,248.296712
620.33,395.341501,314.170479
226.21233,315.767621,228.166014
202.722096,444.487036,176.392295
192.216214,361.440469,17.551535
206.670531,66.3216403,120.780146
166.518502,236.141762,179.967337
650.088879,267.986202,18.817247
559.449522,476.582185,13.8315152
291.572649,91.7903942,113.700438
109.969208,279.522698,314.400206
533.147491,409.443239,132.080148
153.085534,84.9460585,83.4183476
517.927785,218.985667,254.974483
263.036092,488.20748,152.525293
397.604798,146.217438,145.147497
562.918754,401.258524,254.606453
466.247731,358.751026,66.7079286
409.123275,247.977953,119.049894
610.088683,370.945356,76.3526231
640.764813,385.601251,287.714852
86.4171705,495.45207,111.891726
673.68139,415.858452,83.8670627
287.944074,61.6056728,209.092067
546.945933,172.004328,285.993037
642.6192,245.721567,104.204561
647.658008,485.656408,144.992781
82.8617614,83.2446546,119.285602
434.356765,293.413416,275.541564
296.792284,373.264717,181.472103
235.414771,413.229038,287.822424
277.181965,315.811358,155.946497
397.638667,119.502987,214.980107
281.948338,173.603979,114.891177
335.594538,323.83054,94.0134381
683.745757,129.911789,321.864528
376.827939,211.915182,14.3671433
656.137231,386.594459,119.983799
661.361205,178.466282,150.669556
463.812936,220.804712,145.172092
635.806935,120.426397,123.931281
405.100922,508.291546,119.470909
111.595367,410.400939,56.3344186
585.310537,66.0136919,31.39173
239.846826,173.730992,24.7767118
490.000677,138.602725,215.573957
528.240632,222.271303,127.740658
430.89057,453.532125,105.679652
158.85381,153.39537,111.105891
292.460874,326.797384,246.434416
95.5584001,123.585248,85.8589319
662.813668,330.982076,310.730943
587.906249,280.74949,303.994564
43.9780251,278.067314,38.7812328
397.130163,422.587971,299.456225
410.801594,398.220737,216.352958
681.09859,190.205752,38.3751536
141.904371,354.715683,19.3847998
199.887001,299.840825,245.0673
218.660851,329.257255,302.173551
328.284718,155.427686,235.012241
544.720819,445.283181,220.768938
614.418836,481.127743,197.568327
102.995202,206.3263,229.21534
140.319673,170.453549,260.146136
519.049032,136.224378,58.6779983
339.192071,303.72342,70.0186077
138.537387,70.7715996,261.229253
618.145184,391.150552,103.913112
316.487288,316.279244,223.149388
227.791598,190.617911,189.614184
254.922311,74.6950975,159.88616
263.695645,276.473778,211.177129
88.2509231,189.682793,65.8086205
199.391078,472.699214,76.5136633
183.213554,251.241869,90.0355495
116.240605,97.77388,176.136263
533.676259,445.483993,273.793523
508.118734,147.124946,176.49494
369.16553,500.626233,181.308844
404.787476,64.0555646,246.9794
332.85314,458.402728,122.359567
200.495999,65.5725191,159.502214
281.655228,512.679613,2.31589735
320.620061,358.826103,115.125642
501.738259,450.61966,104.506541
608.51219,233.72184,257.455227
60.9079675,336.424409,20.4618853
462.033885,461.220443,74.9584023
672.437142,408.417721,136.350599
616.036258,469.53616,14.0218174
581.345197,491.581466,155.578537
111.003251,517.022845,189.116435
563.676133,205.813728,26.4088529
242.984804,424.373181,180.769948
433.041093,491.994967,137.979665
582.436,466.793995,86.0626369
617.116072,300.905425,316.013847
45.8710057,175.248724,7.74029788
266.451035,272.670515,286.324988
178.062795,143.259663,262.962906
131.537351,118.179689,292.785167
44.992263,175.129223,139.18674
650.11263,403.975446,77.790045
497.958143,256.040698,227.827425
156.207616,405.713017,135.383724
276.88838,69.4183259,283.429166
226.24358,386.89812,223.58778
609.529145,487.151422,71.0676404
582.964408,159.285304,295.581293
266.999385,373.545102,32.2749766
372.040315,299.2654,111.901959
63.6936802,400.641137,224.459949
189.068253,278.741555,50.293983
199.231601,298.552406,110.565642
536.532233,328.487377,20.8889177
545.475896,95.7508842,130.744004
198.374425,458.581953,40.165137
498.933603,247.359837,51.5717441
355.859948,497.155751,117.969552
65.7973135,407.852925,167.750325
425.616421,193.187651,51.1401773
69.9335833,455.288133,214.400702
345.262709,316.096275,220.253142
542.104435,326.613359,142.14966
352.097892,176.04417,313.956929
85.611085,81.7550631,289.483628
451.866157,107.153338,266.17909
304.40373,232.492242,279.614258
160.702496,83.4990603,66.6779886
73.7540257,313.605181,99.1236244
248.253248,411.930206,60.5281025
449.604061,350.80509,336.180342
590.621198,499.9717,259.527671
91.9093899,181.858244,185.346485
517.792835,185.995805,26.2069864
217.587119,363.079765,250.338948
205.250116,211.11072,270.931493
624.125331,401.656706,192.361615
537.369857,448.618882,61.5122693
151.284413,420.545646,170.319131
110.049962,439.047338,22.1622279
683.944909,88.0628203,302.267374
656.953323,203.725696,317.763515
325.26304,99.9511839,116.518474
473.268571,229.91125,304.992716
87.1002798,278.103708,201.256295
251.61248,63.7592823,235.550709
328.401874,418.021433,299.170147
276.18739,408.671399,291.99601
437.668078,298.075518,4.88484972
516.031548,188.127361,76.63576
242.378728,90.0162907,161.956741
524.933981,216.315705,202.492645
186.394539,102.505113,261.709092
376.338737,87.0247748,236.237368
398.360505,398.275546,203.701889
257.075275,164.369839,1.13616471
87.3305755,317.29821,96.116404
323.679337,239.452901,267.882426
172.747479,280.133151,299.713921
184.018124,522.637988,239.39447
452.82931,287.35748,142.446061
293.653132,366.465501,7.31925436
452.215813,311.891264,256.193225
107.686972,112.475462,129.16515
44.0294884,284.98724,271.959331
289.822648,438.862813,199.749462
523.453536,153.223336,46.4252184
517.848007,384.928933,322.917309
652.28373,459.380674,55.5931462
111.913498,326.398284,153.784343
333.252639,67.883678,126.626475
497.427995,103.297344,182.51696
261.307419,301.245333,186.569512
594.78254,500.795497,155.848068
694.979289,380.284485,330.686127
135.849857,482.762202,194.067356
166.246782,309.346526,306.748725
412.525586,335.790993,256.701824
503.543593,278.463054,191.285972
325.917703,125.430834,153.584026
688.739962,258.254988,229.483016
129.872437,201.708987,115.245536
168.911606,449.497425,290.686422
385.457722,321.383571,146.516693
280.620468,345.298001,267.897754
212.09636,341.899071,91.7807569
549.855582,234.423651,158.725765
666.901613,109.925203,290.184776
397.953105,260.441638,281.860756
342.88727,113.716537,153.343675
486.351241,288.106643,138.430011
384.749941,516.27373,60.4562602
85.4834626,301.759129,70.3253825
393.485343,399.80378,104.988927
355.224981,171.327124,72.588075
175.890092,150.124078,15.7410549
130.592302,75.7948774,71.0415419
705.258866,362.868601,229.368435
184.456219,283.972602,150.100626
689.274892,259.588066,266.888089
325.184366,340.255711,77.6069537
383.108016,350.732039,112.525804
180.399211,238.963695,297.557146
694.256517,263.522667,6.73906199
267.686936,373.588658,23.2321345
170.281427,248.785604,13.3891753
65.9352893,400.774846,64.6162464
655.267631,150.290619,172.538703
674.258627,490.973227,331.571893
371.066972,323.520511,31.847521
212.0783,425.833679,307.456595
256.168194,478.310962,295.985324
360.676743,273.117802,38.0215538
649.988547,157.08567,262.165193
276.452222,473.884163,210.330119
236.166387,174.683882,123.238299
399.293608,474.872791,273.982631
216.539815,249.178092,133.389687
614.24055,197.596483,315.045339
335.172822,444.161126,224.352545
74.8832443,209.88244,23.8808525
269.079949,418.020605,24.9870818
212.601514,437.614358,320.643716
213.1469,365.890893,301.757414
586.061325,429.346006,38.4403981
120.951071,417.109903,174.138641
73.6049306,332.468879,106.596119
73.2254783,430.658499,58.5848299
279.839163,496.878184,90.5698006
117.319228,292.633334,106.729542
187.996639,447.770411,178.658544
531.826764,394.119008,241.819051
81.5284022,464.269857,125.38411
111.739939,356.101211,295.87645
475.865277,425.700038,48.7984676
365.359834,368.75021,35.7903501
154.470637,130.560487,94.7591574
180.267052,466.942406,6.4657884
519.753378,173.064406,44.2095394
476.246593,463.58712,203.19899
644.710421,390.138477,28.9626691
578.626816,445.176649,74.7649707
127.924971,459.480304,26.2408737
453.958177,253.954178,311.051031
393.725862,300.778481,37.408135
92.3480216,246.928123,1.23406104
393.647139,150.931625,270.533982
310.39778,65.5924381,248.154121
98.7554248,392.142794,266.337559
518.298371,332.188129,210.976119
627.355512,90.3292136,202.69446
332.610348,369.156212,121.46197
71.2792312,316.69769,5.85223958
252.199333,85.431707,189.354296
202.977057,421.055911,217.548067
455.198439,492.473975,36.0328901
546.308137,402.988041,295.137596
497.950169,312.408751,228.17929
634.022907,417.631382,44.4974173
589.046812,451.056646,89.4171339
436.032704,348.278423,272.135701
409.952577,195.521495,310.707139
129.690449,421.760272,261.043669
528.047343,289.606897,57.7868311
486.713474,371.59822,57.2257497
83.385975,91.9022837,237.001192
525.674662,309.074332,326.001602
363.243893,461.624493,69.7704087
598.973012,153.461157,300.558537
656.520808,220.159674,79.6902102
39.24515,164.952491,211.49787
311.387881,85.9695474,208.474173
214.3125,326.288713,308.246891
525.151456,386.592268,264.835697
254.250087,177.657744,65.9119141
388.70857,375.694275,257.268964
338.224839,404.207748,263.874532
304.843049,348.00942,100.987171
519.665678,450.788137,158.124387
695.774163,212.007914,25.7813992
597.743272,453.766974,323.673856
379.279351,83.7553942,23.7491361
320.88372,307.998826,276.993407
683.624599,99.6132934,135.37922
451.62275,460.829931,79.6693167
651.686157,359.263184,115.294072
86.9861881,304.492843,12.9278463
245.997173,519.419854,210.380405
472.222786,65.3149111,13.1494031
263.466519,319.451253,200.471308
673.76941,375.271735,226.5761
355.300219,286.597146,87.5327521
490.950098,198.952452,39.3344085
143.653481,156.827857,8.81623562
129.061094,295.127595,9.2784622
73.1690294,515.934582,246.448028
416.867538,99.9687035,206.740823
510.26479,388.542695,75.9630129
308.309059,499.542024,318.278986
397.122643,230.064588,211.420839
544.361174,222.259734,126.052056
219.989217,266.658002,198.568425
172.317151,386.101943,86.866876
105.879331,263.342625,315.244952
641.229812,388.169375,312.941514
205.011587,70.3585983,306.607174
200.112658,351.364739,133.117096
146.744862,136.862431,57.8403238
441.703,123.884468,244.131246
40.2879288,130.103858,149.437619
89.8885965,279.178783,193.534447
210.133859,431.87787,42.8321872
329.790299,287.162979,194.443892
60.614114,244.433876,260.635132
229.924907,94.7358267,234.620996
547.651322,479.330731,48.7253464
383.129522,389.665869,265.663433
451.746047,240.205928,159.714656
452.113438,287.976241,235.507626
91.7999934,447.230935,292.714882
440.510933,124.604427,148.508115
358.289384,475.313689,225.639488
155.561857,369.864526,161.562714
573.750237,245.232379,98.6880963
469.429056,124.84398,50.5158276
577.96081,217.848471,67.3057458
346.030167,397.249297,239.990693
382.936849,218.644104,90.8554984
273.050071,481.883529,244.207469
624.575147,349.892306,216.883117
414.944789,389.323381,155.101966
504.605592,493.566967,22.022141
601.889198,417.916263,284.651147
251.572765,181.415881,6.22571289
663.732809,184.432272,147.108178
680.070121,51.5635881,269.333585
264.952247,261.487866,230.436777
76.1885543,136.858126,302.094827
296.777421,491.155544,89.0824913
87.3775957,295.732239,238.280442
67.2693495,378.42616,159.799311
658.406774,439.274876,74.4505987
676.838608,447.659051,44.6661333
324.053604,486.209721,194.632923
124.912723,249.977405,95.5290607
558.832083,211.681376,165.364778
508.950981,154.246751,207.500183
189.184879,140.771582,126.402927
264.372528,445.301253,205.05483
249.455076,90.0083698,254.449371
75.6921668,205.009181,291.961316
407.885608,513.280671,100.927354
170.185864,77.7031698,100.823896
219.00796,304.719021,5.11274598
606.473326,292.267828,321.023713
411.683823,364.979808,30.6351555
152.472011,188.369931,80.5149328
336.333613,375.897508,327.384988
537.639396,173.236966,294.14381
437.406062,112.034698,94.2439327
235.784883,329.077453,15.7887675
133.701781,492.347787,51.372564
377.504811,138.058067,97.2618051
627.622723,460.394182,261.706181
283.137741,189.878758,9.08709826
601.436894,461.607299,124.667442
282.907262,99.2872086,327.833276
594.618554,490.444153,20.9544898
547.958622,149.545474,168.087117
299.126086,155.898506,329.394272
691.661734,78.3157162,177.014307
706.131696,402.03938,172.201586
511.631525,425.858227,117.455547
91.0841304,392.219655,24.245002
405.466788,406.058196,296.660651
263.874822,204.480232,275.52116
124.887784,287.863389,64.0294853
216.814227,416.768786,42.3031217
459.520385,335.520542,320.788884
270.921977,74.2439275,238.091353
500.235084,396.829993,308.666675
90.5740263,308.226101,205.382754
188.178139,168.027296,295.247777
142.600279,260.509689,44.0005788
333.777693,91.7544528,32.9991953
640.827424,108.129478,166.046159
330.870784,115.84868,288.136518
505.586179,278.118667,86.2807882
319.064104,264.349863,58.912837
421.499808,138.756705,297.032352
396.936744,278.784235,296.586829
241.26084,292.509032,15.1239564
557.624935,239.426836,254.846367
525.87125,471.463839,275.407907
397.046926,491.890764,33.2661926
188.235013,239.165088,144.443071
592.824877,62.7233335,90.0866104
340.125548,322.622217,161.070327
457.188002,219.108799,231.774282
312.945874,92.5824055,225.449489
598.961126,484.476089,38.2697039
666.856538,176.157457,221.187815
682.996995,59.0833939,121.708247
290.267082,309.070176,125.771393
483.705382,410.837448,209.745556
625.541517,494.544196,181.746287
392.323611,77.2445294,188.208547
409.960254,293.110943,270.164033
685.380946,263.09223,229.766607
332.142462,102.006512,216.138448
379.064779,391.307914,181.596912
235.656818,130.563424,74.0688075
241.298779,378.885678,118.016003
662.200714,297.964322,187.356423
586.606474,110.849469,104.817298
485.368303,167.363966,305.695438
81.1784903,118.368595,107.889761
129.683414,344.950206,40.8598442
658.982485,345.591664,67.5770215
509.617179,282.864666,215.880822
481.993324,377.081142,163.087707
644.851687,112.657853,295.567613
439.877731,117.091372,144.239727
316.564285,453.434775,315.19651
140.829972,301.037614,326.616697
75.9352068,138.448553,97.2478728
307.972487,406.272114,293.525136
524.764395,137.459775,150.234291
106.565694,356.400111,82.5615591
102.722702,488.092878,251.661848
286.508969,180.66548,233.755839
323.02131,231.208385,83.521878
521.280599,371.26917,206.286455
428.473895,465.734014,1.85315752
168.247289,217.849652,187.772515
310.387104,163.112868,262.336759
526.734393,96.9908395,290.354195
186.522449,345.192164,243.222362
203.987185,523.033346,57.0837029
552.567216,83.4902363,7.85277102
698.63943,387.169832,315.494012
469.929468,379.967709,223.556998
404.824247,416.574438,126.744622
697.385636,450.800989,274.39972
245.803228,463.39059,226.350169
193.851486,142.2104,180.262958
589.50061,421.006961,62.1551391
670.834087,183.173292,122.101212
591.393409,170.136004,235.429806
277.445934,167.594365,119.385809
125.164227,194.020959,317.277453
92.2766317,397.564144,240.435826
439.582511,215.986648,240.959491
109.084716,390.436132,181.013969
352.183554,481.5446,139.66405
123.785001,339.106811,317.030446
583.93679,454.536528,86.1605892
636.736601,479.25527,8.711979
694.264206,247.273246,61.2339452
614.393697,135.716692,297.067767
91.5814096,497.553004,228.794338
388.38816,462.693063,14.4201563
686.301371,208.880565,203.582528
326.558054,211.487252,240.879291
51.9448783,267.574982,50.9851513
456.291085,149.142752,54.6759848
558.848867,502.609268,111.718832
185.206925,435.277221,245.49828
669.060138,86.5178768,288.178566
595.000523,243.372989,327.602816
45.8112548,353.318621,182.039584
518.559241,117.684499,315.696698
221.700619,380.746453,18.602018
121.74413,243.864243,95.9482482
409.401581,308.097567,334.125216
533.997831,449.402274,314.771092
643.932346,427.694549,129.812168
237.669229,78.156414,172.656416
115.939171,105.910869,84.4994489
471.409108,219.275947,142.453696
80.0425659,109.972923,250.852791
349.893571,124.980322,170.806976
633.116503,391.432776,57.2004353
256.381739,482.792476,137.228212
286.628352,124.741973,47.6340047
334.010778,246.213891,8.42022799
426.199988,57.4354974,286.160051
540.764627,370.551715,138.336997
104.584895,269.997478,325.022218
81.5757029,463.290597,42.1673371
361.727456,222.271839,157.570399
553.001433,357.138591,132.383291
526.077333,130.335834,29.9132704
127.494813,157.685444,220.914461
609.674745,248.294279,236.0667
199.716098,519.585171,292.212237
370.419972,66.2590793,85.4530455
479.425417,414.624634,14.4132262
167.512247,430.027473,324.098876
